V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	fdr
N1.HOG0012169	Success	OG0002798	427	0.27705832566743	-25870.284310455	-25117.379354487	-25116.788622905	7.1617340077106e-05	1.1814631642192	0	0.87540486447817	1	0.1209957675693	63.381201090771	0.0035993679525333	0	0.87540486447817	1	0.1209957675693	1.00029719648	0.0035993679525333	n118	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/81027297/	0.709477031086188
N1.HOG0008799	Success	OG0001558	38	0.29870521365749	-3635.2995558387	-3598.2083057782	-3597.6683228931	0.00011651469504313	1.079965770019	0	0.47111416964937	0.81905655310023	0.52537712593867	2038.2011746843	0.0035087044119598	0	0.47111416964937	0.99997674368725	0.52537712593867	1.0008882155739	0.0035087044119598	n209	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/64001231/	0.736176495374455
N1.HOG0004656	Success	OG0000603	376	0.081034835367988	-16596.162741833	-16322.73695331	-16321.214941545	5.6183082040014	3.0440235302267	0.0092073526721597	0.23852755380575	0.02840550610848	0.74168482021336	3.5102565965934	0.019787625980896	3.6465462247595e-12	0.23852755380575	2.0452139915712e-09	0.74168482021336	1158.4620584047	0.019787625980896	n218	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/43584605/	0.373063414044209
N1.HOG0027225	Success	OG0014052	38	0.19739851340107	-4122.1057412817	-4092.5647994719	-4091.7340405542	0	1.6615178354095	0.014356887909113	0.66633266930329	0.77848996780672	0.33366733069671	1582.3633325844	0	1	0.66633266930329	1	0.33366733069671	1	0	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/49011135/	0.601816974961113
N1.HOG0025366	Success	OG0012289	242	0.58390620373443	-25204.312764689	-24533.561326934	-24533.411345902	0.52883599000094	0.29996206481155	0.00019766584371702	0.46524432808127	0.20342495607854	0.47084551344384	6.0425137854168	0.063910158474888	0.010993989979781	0.46524432808127	0.43078370463354	0.47084551344384	2.589023600348	0.063910158474888	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/37581286/	1
N1.HOG0023626	Success	OG0010600	654	0.016862127851443	-36037.999330461	-35324.855747047	-35322.000413363	2.0392361763362	5.7106673697999	0	0.19612889588294	0.032295839600473	0.78684800133078	5.768067903736	0.017023102786282	0	0.19612889588294	0.00091158626127866	0.78684800133078	35.638601246755	0.017023102786282	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/31965341/	0.126253959212642
N1.HOG0021956	Success	OG0009039	328	0.54380509564291	-39992.388635344	-39097.895918106	-39097.711651696	0.25045991792915	0.36853281897493	4.1506549945466e-05	0.51636021791319	0.54571584895081	0.44362166458002	12.607524081909	0.040018117506784	0.079893942427385	0.51636021791319	0.8592522300442	0.44362166458002	1.8865297182694	0.040018117506784	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/89923868/	1
N1.HOG0020065	Success	OG0007473	302	0	-28817.3983189	-28513.399091351	-28443.140240686	12.829057311727	140.51770133098	0.005256200248704	0.50212332825768	0.14463118571924	0.40627736900492	1.5461554270408	0.091599302737403	5.7328318589507e-30	0.50212332825768	1.6863681332444e-11	0.40627736900492	267.87951073264	0.091599302737403	n2	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/41388248/	0
N1.HOG0017628	Success	OG0005795	594	0.91495186753708	-41829.149907678	-40952.860534274	-40952.854831722	0.89318490021186	0.011405103825382	2.4708603841806e-05	0.22249777083242	0.010491538507109	0.69381649444578	1.5493202575096	0.083685734721796	7.6729361613077e-05	0.22249777083242	0.017070389850107	0.69381649444578	1.4785337694095	0.083685734721796	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/49461234/	1
N1.HOG0014292	Success	OG0003889	404	0.18381172906152	-29843.301890804	-29198.646692826	-29197.763426321	3.7368444238871	1.7665330099771	0	0.60239671867406	0.046992710934781	0.32322752434872	1.626919624046	0.074375756977219	0	0.60239671867406	1.0903968217912e-05	0.32322752434872	6.16371037439	0.074375756977219	n110	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/51343901/	0.58085463175126
N1.HOG0011092	Success	OG0002335	409	0.98249914652047	-27889.83728938	-27219.681633608	-27219.681393018	1.0439789822979	0.00048118046834134	6.0765549357316e-06	0.3989746794576	0.041406325778575	0.53256760036785	1.6227467663721	0.068457720174546	3.5830097580248e-06	0.3989746794576	0.035995374420585	0.53256760036785	1.6576672849907	0.068457720174546	n1	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/55630479/	1
N1.HOG0007592	Success	OG0001206	111	1	-5851.7364121606	-5692.1551079844	-5692.1551079844	0.92505526333645	0	9.3016285431678e-05	0.5095516649843	0.099618518057691	0.46254725997904	5.2369423441705	0.02790107503666	0.00018650663085394	0.5095516649843	0.11841568074203	0.46254725997904	4.6257983489854	0.02790107503666	n58	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/52810116/	1
N1.HOG0026794	Success	OG0013656	30	1	-2343.9378226399	-2327.4278980962	-2327.4278994093	1.167723461153	-2.6261159291607e-06	0.077571117213183	0.68194039115174	0.93988428188715	0	1.0618696693477	0.31805960884826	0.050521553375699	0.68194039115174	0.93016143553154	0	1.0726152582301	0.31805960884826	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/38959290/	1
N1.HOG0025144	Success	OG0012069	1038	0.15982807553853	-77232.230162429	-75618.288883118	-75617.300957131	1.6248506521812	1.9758519747411	0.00049063749401017	0.5748701736195	0.098251627690706	0.40565938755358	5.2906183381148	0.019470438826916	4.1974005932108e-06	0.5748701736195	0.023051680517921	0.40565938755358	14.982693642482	0.019470438826916	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/62135632/	0.54671088106891
N1.HOG0023264	Success	OG0010260	459	0.16081225422233	-33847.164796749	-32925.183634905	-32924.200349181	0.16781912132303	1.9665714480798	0.00026315677044085	0.90210883750995	0.9997501204915	0.095851874141935	1582.3633325844	0.0020392883481145	0.25075150649627	0.90210883750995	0.99995806107974	0.095851874141935	3.4427442143455	0.0020392883481145	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/93252432/	0.548102216140661
N1.HOG0021294	Success	OG0008455	1089	6.802513797477e-05	-84916.208386869	-83330.499062575	-83322.566561806	1.7655619783269	15.865001537109	1.8393913898089e-05	0.27638681925508	0.11088345450232	0.71663075975106	59.052797472693	0.0069824209938655	4.3600224238488e-09	0.27638681925508	0.020589843489163	0.71663075975106	1340.4012955136	0.0069824209938655	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/27896030/	0.00113177066948568
N1.HOG0019100	Success	OG0006769	174	0.62367744698765	-15979.75152216	-15556.046637378	-15555.926271046	1.4263265305918	0.24073266316191	0.025117938772503	0.83021067808963	1	0.13609751358947	9.8415379756088	0.033691808320901	0.0052222147395503	0.83021067808963	1	0.13609751358947	26.087476113026	0.033691808320901	n14	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/84463103/	1
N1.HOG0016612	Success	OG0005186	79	0.97679879162213	-4224.0163615875	-4174.5742496278	-4174.5738267318	0.96076517782295	0.00084579189751821	0.00045623850069752	0.46244285131715	0.20272458599087	0.49329355554153	3.5319900008381	0.044263593141315	0.00061697553307155	0.46244285131715	0.21582404379016	0.49329355554153	3.3613831533352	0.044263593141315	n4	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/80577887/	1
N1.HOG0013326	Success	OG0003384	462	0.45417189978245	-28739.420488891	-27423.175049586	-27422.89493994	0.75556245250585	0.56021929262351	3.3952013597337e-05	0.59494349624569	0.014936398309336	0.40033105658646	88.535898994816	0.0047254471678487	0.00042003918187262	0.59494349624569	0.04173772221472	0.40033105658646	29.591726903466	0.0047254471678487	n135	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/96202437/	0.929503373842135
N1.HOG0010200	Success	OG0001993	1336	0.15509301851912	-61822.01292804	-60630.090329598	-60629.079614568	1.2885751087748	2.0214300590451	0.0030384761614398	0.68277056248678	0.59247682445856	0.31147492081675	50.658903953135	0.0057545166964755	0.00057044393456927	0.68277056248678	0.5094129509897	0.31147492081675	157.24506306922	0.0057545166964755	n207	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/48242648/	0.537800902974781
N1.HOG0006007	Success	OG0000866	778	0.61557767027482	-33501.119519866	-32834.987308075	-32834.861241943	1.2196333191555	0.25213226448977	0.00026384601197133	0.52749463165433	0.096152227263874	0.46309483469297	12.961246658923	0.0094105336527046	4.3187679914826e-05	0.52749463165433	0.057488812079312	0.46309483469297	22.752078626995	0.0094105336527046	n323	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/49411567/	1
N1.HOG0001595	Success	OG0000157	397	0.00010977569713444	-25044.040616483	-24384.303654937	-24376.823321433	1.7733153390916	14.96066700857	5.5966070687818e-06	0.37334055416509	0.0032374530629246	0.60695136626855	83.539970718194	0.019708079566354	4.857519082084e-10	0.37334055416509	3.84419704957e-05	0.60695136626855	2559.3205006361	0.019708079566354	n938	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/11116073/	0.00175354218820117
N1.HOG0026133	Success	OG0013040	176	0.47646017532541	-14618.991338473	-14487.365460225	-14487.111982935	2.4470644346357	0.50695457991969	0	0.73783037426638	0.51492618479581	0.25972321568795	29.608045012808	0.0024464100456653	0	0.73783037426638	0.1970703940414	0.25972321568795	3986.8915728485	0.0024464100456653	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/92339528/	0.954389380997867
N1.HOG0024285	Success	OG0011235	260	0.9471569195189	-21787.973817887	-21074.261770979	-21074.259574627	0.81451228404181	0.0043927031292696	0.00016884514090015	0.53883998372358	0.023575116398143	0.37241114096526	1.6966119883653	0.088748875311163	0.00084575212178049	0.53883998372358	0.047243674044431	0.37241114096526	1.5381468203546	0.088748875311163	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/21691081/	1
N1.HOG0019773	Success	OG0007262	366	8.2095090342738e-05	-19165.389256949	-18666.411644884	-18658.656934531	3.6424536885092	15.509420705675	8.1908504681721e-06	0.37913305900722	0.010840666694428	0.60301666391914	3.3900766233708	0.017850277073633	2.965080200931e-19	0.37913305900722	6.9627764200047e-08	0.60301666391914	85.361807245347	0.017850277073633	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/76849824/	0.00134466894802569
N1.HOG0013762	Success	OG0003615	179	0.747175602936	-8921.6618595613	-10821.680497067	-10821.628537218	0.28911500985471	0.10391969808188	0	0.43384624705577	0	0.49926590681362	9999999171.5964	0.066887846130607	0	0.43384624705577	0	0.49926590681362	778.30547972378	0.066887846130607	n2	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/38673878/	1
N1.HOG0010899	Success	OG0002261	325	0.67285137913478	-26100.978321685	-25244.524020717	-25244.434878294	1.2300802849675	0.17828484575875	0.00017198555321274	0.46174502105211	0.047675480178131	0.52065107299846	11.002034942889	0.017603905949434	2.3407384379368e-05	0.46174502105211	0.023669922190258	0.52065107299846	19.102729639538	0.017603905949434	n158	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/42875896/	1
N1.HOG0007319	Success	OG0001138	358	0.44964448555268	-27599.586485481	-27126.164353772	-27125.878579833	1.6818568986576	0.57154787850595	0.00031029883978758	0.4685365489764	0.17851535174697	0.49871230747598	6.3625260056099	0.032751143547617	1.2579872695952e-06	0.4685365489764	0.055134748130198	0.49871230747598	22.469320396552	0.032751143547617	n138	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/53823677/	0.927122680003257
N1.HOG0003388	Success	OG0000410	2932	0.00291782694832	-115910.57362053	-111780.56221584	-111776.13313943	0.19438358588426	8.8581528229115	1.9920707427431e-05	0.93638357142886	1	0.057943913939477	125.55579502203	0.005672514631664	0.12197252166598	0.93638357142886	1	0.057943913939477	2.5584646222962	0.005672514631664	n421	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/61879037/	0.0316679666830282
N1.HOG0026812	Success	OG0013674	226	0.53297261661669	-15478.003811941	-14936.03999866	-14935.845638303	0.25598298032918	0.38872071351216	0.00012279324348536	0.53474172169445	0.1102281759261	0.45666604246895	8.4832226897062	0.0085922358365998	0.099745939564138	0.53474172169445	0.56864760030644	0.45666604246895	1.7286050535391	0.0085922358365998	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/86537414/	1
N1.HOG0025036	Success	OG0011963	280	0.15672778790756	-24338.182566779	-23894.18411994	-23893.181361127	4.1342860344379	2.0055176261303	0.00032779157242175	0.57895435824364	0.1785259742001	0.40171614073784	5.1282883769183	0.019329501018514	3.9308328639413e-15	0.57895435824364	0.0008059713360669	0.40171614073784	861.44814103475	0.019329501018514	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/69405503/	0.541800527402991
N1.HOG0023411	Success	OG0010397	306	0.21638932275263	-21318.261287594	-21091.024614646	-21090.260536364	0.32831141629455	1.5281565632686	0.020761874247053	0.94342583080802	0.69130489846575	0.040239503546277	2.7260615650762	0.016334665645706	0.28024598533831	0.94342583080802	0.88585310251857	0.040239503546277	1.3899248809641	0.016334665645706	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/55820415/	0.627992299274261
N1.HOG0021869	Success	OG0008956	972	3.7814196218733e-13	-77776.590658201	-76830.227130334	-76803.850225342	2.2427473598378	52.753809984279	0.058929969040174	0.82538710978389	0.78017342549699	0.16404118401367	16.519004493206	0.010571706202442	0.0017465249255803	0.82538710978389	0.57307569976325	0.16404118401367	539.05131732037	0.010571706202442	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/54821760/	1.42576708015632e-11
N1.HOG0019963	Success	OG0007390	832	0.012331317108939	-54420.898270247	-53708.47977122	-53705.348471731	2.9697373276467	6.2625989794178	0.0026576693441106	0.77354689389962	0.5776183221633	0.21865758686048	16.825104962629	0.0077955192399072	2.2461788038353e-08	0.77354689389962	0.19594593739911	0.21865758686048	4372.9306304087	0.0077955192399072	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/71533714/	0.0982191945035038
N1.HOG0017665	Success	OG0005822	115	0.42699798020717	-7687.4407812086	-7618.9341604808	-7618.6186730862	0.1571771825563	0.63097478919735	0.07781971499124	0.61752678768638	0.20949265480491	0.31709995455885	2.9958798884675	0.06537325775477	0.66942910940871	0.61752678768638	0.78217372805948	0.31709995455885	1.188225209644	0.06537325775477	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/49902571/	0.903497424437871
N1.HOG0014637	Success	OG0004073	245	0.32611343493106	-23499.951053215	-22858.554613592	-22858.072478673	2.1477881124853	0.96426983701531	5.5900865203626e-06	0.51991703664281	0.087874551554225	0.42394143377108	3.3227933026984	0.056141529586114	5.2307981114155e-12	0.51991703664281	0.0053906578504915	0.42394143377108	13.184954795644	0.056141529586114	n2	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/72868810/	0.772192700297963
N1.HOG0011294	Success	OG0002411	224	0.027538468723445	-17513.410433518	-17181.758168299	-17179.329802838	7.1201625213649	4.8567309233113	0.00027657032459443	0.51911885636216	0.093374701293353	0.40007337863794	2.0985776989061	0.080807764999905	4.6246347982856e-26	0.51911885636216	4.6544109529242e-08	0.40007337863794	195.95606055745	0.080807764999905	n139	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/86279569/	0.179766294145794
N1.HOG0003417	Success	OG0000414	378	0.12216777508206	-24767.423676981	-23940.75763831	-23939.56298481	1.8281175838355	2.3893070002232	5.9010978596136e-05	0.51077537214116	0.066215931765698	0.46582025063304	8.9822684821212	0.023404377225803	1.8568119353317e-08	0.51077537214116	0.0069916681107812	0.46582025063304	55.322496430195	0.023404377225803	n417	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/20644080/	0.475599856550883
N1.HOG0026822	Success	OG0013684	88	0.89999840966775	-6917.2698396264	-6756.013308848	-6756.0054132085	0.88134083884196	0.015791279003679	0	0.37352189877225	0.046000573662622	0.60163780731284	4.4973369954195	0.024840293914902	0	0.37352189877225	0.066288568264874	0.60163780731284	3.7624980859348	0.024840293914902	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/37066468/	1
N1.HOG0025046	Success	OG0011973	184	0.93747412627912	-19342.959986788	-18869.524261021	-18869.521184217	0.90704029553763	0.0061536086941487	3.489894839812e-05	0.42117908375866	0.033938397835056	0.5328020473959	2.3676129252237	0.046018868845443	9.0604796278292e-05	0.42117908375866	0.046481253916134	0.5328020473959	2.1853192428344	0.046018868845443	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/90989566/	1
N1.HOG0023297	Success	OG0010288	99	0.65213924483091	-4800.0447205542	-4749.8591129836	-4749.7575061306	0.33123516529804	0.20321370604324	5.7357813781946e-06	0.26043819461253	0.023190403718372	0.59786925872047	1.1249310193531	0.141692546667	0.018359529614301	0.26043819461253	0.28743035257487	0.59786925872047	1.0397638006546	0.141692546667	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/91793327/	1
N1.HOG0021463	Success	OG0008603	226	0.689516796739	-22430.383968712	-22383.437209404	-22383.357404926	1.65860182901	0.15960895612079	0.00026056201746013	0.44664559338262	0.11015442330158	0.51016087486501	4.1258243290171	0.043193531752374	1.13611843977e-06	0.44664559338262	0.025766929391347	0.51016087486501	10.492699290983	0.043193531752374	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/65668465/	1
N1.HOG0019304	Success	OG0006920	380	0.020462985519534	-26097.814909716	-25683.708595298	-25681.022615904	2.4842994606129	5.3719587880842	6.2592736737161e-06	0.45062475643453	0.077264239696468	0.53598609767614	6.4847225487552	0.013389145889336	1.1830612570584e-13	0.45062475643453	0.0017274507533133	0.53598609767614	103.98755464522	0.013389145889336	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/89253969/	0.145789356342545
N1.HOG0013877	Success	OG0003676	286	0.93211459519075	-23816.567339167	-23274.72915892	-23274.725530707	1.0804687554012	0.0072564242873341	0	0.50313127671522	0.11393487765506	0.48708152754248	5.8043704490518	0.0097871957422964	0	0.50313127671522	0.095663667869475	0.48708152754248	6.6867262910457	0.0097871957422964	n1	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/11269011/	1
N1.HOG0010644	Success	OG0002159	1083	0.00064357950803851	-88106.23342484	-86795.806338533	-86789.983587345	3.8163670447835	11.645502376021	0.00077442519260159	0.43983769080842	0.20012836285907	0.51767266233799	3.2080447974193	0.042489646853595	1.3403054482394e-12	0.43983769080842	0.0021554469050213	0.51767266233799	85.506527872735	0.042489646853595	n1	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/95440223/	0.00869056840331537
N1.HOG0002067	Success	OG0000223	131	0.51560683165594	-9143.448672599	-8901.1147660849	-8900.9034301464	0.59600036272574	0.42267187701873	0	0.27195353335765	0.065744404600154	0.58467417049081	3.1188241282157	0.14337229615154	0	0.27195353335765	0.19744376051222	0.58467417049081	1.9697846413653	0.14337229615154	n402	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/34363030/	0.990364230238245
N1.HOG0026300	Success	OG0013194	188	0.12854146289083	-17721.483939494	-17328.305549569	-17327.150533927	3.6857086405976	2.3100312853203	8.0677681714272e-05	0.40150929015705	0.17010418723369	0.54298608060411	5.5168733995534	0.055504629238844	8.1938059750861e-16	0.40150929015705	0.0014609644353762	0.54298608060411	541.58217855161	0.055504629238844	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/60651442/	0.488253172810084
N1.HOG0024680	Success	OG0011623	666	0.9280140401747	-38013.276506447	-37559.391674321	-37559.387593323	0.88894608044196	0.0081619964912534	0	0.20981261768792	0.035379915747301	0.77881105839923	4.603650298295	0.01137632391285	0	0.20981261768792	0.051277051012387	0.77881105839923	3.8856368930535	0.01137632391285	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/45647438/	1
N1.HOG0022925	Success	OG0009936	536	0.97109962500066	-36413.216573167	-35458.99649356	-35458.995837284	1.025820593524	0.0013125529367244	1.4345222147301e-05	0.67247155267998	0.11520180648274	0.31169386598568	10.026571749896	0.015834581334339	1.0755994843354e-05	0.67247155267998	0.10894959273032	0.31169386598568	10.641499202928	0.015834581334339	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/97032407/	1
N1.HOG0021053	Success	OG0008252	369	0.14162989093051	-28309.298398926	-27839.184598698	-27838.10451842	5.9730473955177	2.1601605556061	0.00060394904315296	0.49095630298644	0.11818122632695	0.47040221345736	3.0507162807352	0.038641483556198	5.92600769482e-20	0.49095630298644	2.8859459086191e-06	0.47040221345736	782.26703241593	0.038641483556198	n3	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/32540616/	0.515271905819553
N1.HOG0018969	Success	OG0006685	188	0.8651011323868	-13681.569618158	-13314.336362606	-13314.321932269	1.3677849163563	0.028860673679446	0.00014680825793989	0.42517558076451	0.050980084122772	0.57085614970865	1982.7946349811	0.0039682695268402	5.7139854886709e-06	0.42517558076451	0.017060901136149	0.57085614970865	32356.88840909	0.0039682695268402	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Pachycara/hyphytmp/66724792/	1
